price,rooms,lift,terrace,square_meters,real_state,neighborhood,square_meters_price
650,0,1,0,38,2,1,17.1053
750,2,0,0,60,2,2,12.5
985,1,1,0,49,2,9,20.102
2000,3,1,0,100,2,9,20.0
850,2,1,0,44,2,1,19.3182
1650,4,1,0,146,2,9,11.3014
900,3,0,0,75,2,0,12.0
900,2,0,1,60,2,6,15.0
1400,2,0,0,83,2,9,16.8675
1025,3,1,0,94,2,1,10.9043
9075,4,1,1,215,2,9,42.2093
1080,2,0,0,75,2,9,14.4
4034,4,1,1,170,2,9,23.7294
1250,3,1,0,94,2,9,13.2979
4050,5,1,1,306,2,9,13.2353
2000,4,1,0,145,2,4,13.7931
3961,3,1,1,142,2,9,27.8944
900,1,1,1,34,2,2,26.4706
4473,5,1,1,306,2,9,14.6176
950,2,1,0,70,2,9,13.5714
925,2,0,0,87,2,2,10.6322
3555,2,1,1,93,2,9,38.2258
1150,3,0,0,72,2,7,15.9722
2900,2,1,1,180,2,9,16.1111
1240,2,1,0,75,2,8,16.5333
1400,2,1,0,98,2,1,14.2857
1250,3,1,0,80,2,9,15.625
1290,3,1,0,115,2,1,11.2174
1080,2,0,0,80,2,9,13.5
2250,2,0,1,150,2,1,15.0
1200,3,1,1,100,2,9,12.0
790,0,0,0,52,3,0,15.1923
760,2,0,0,50,2,2,15.2
1100,3,1,0,100,2,1,11.0
1350,3,1,0,87,2,1,15.5172
950,2,1,0,64,2,1,14.8438
850,2,0,0,55,2,8,15.4545
1000,3,1,1,78,2,8,12.8205
1150,3,1,0,107,2,0,10.7477
550,1,1,1,32,2,5,17.1875
1170,2,1,0,85,2,5,13.7647
1100,3,1,0,81,2,4,13.5802
930,2,1,0,100,2,8,9.3
1450,2,1,1,77,2,1,18.8312
915,4,1,1,85,2,3,10.7647
975,2,0,0,70,2,0,13.9286
725,2,1,0,61,2,3,11.8852
2200,2,1,0,65,2,9,33.8462
750,2,0,1,60,1,6,12.5
1100,3,1,0,80,2,1,13.75
2400,3,1,0,140,2,9,17.1429
835,2,1,0,63,2,7,13.254
1000,2,1,0,74,2,1,13.5135
1250,3,1,0,82,2,9,15.2439
1975,3,1,1,130,2,1,15.1923
1168,2,1,0,40,2,9,29.2
1100,3,1,0,82,2,1,13.4146
2650,4,1,1,180,1,1,14.7222
900,2,1,0,58,2,7,15.5172
4500,4,1,0,130,2,1,34.6154
1000,4,0,0,97,2,8,10.3093
735,1,0,0,32,2,8,22.9688
775,3,1,0,60,2,1,12.9167
1100,2,1,0,80,2,0,13.75
1050,3,1,0,70,2,8,15.0
1225,4,1,0,118,2,1,10.3814
875,3,1,0,65,2,8,13.4615
800,2,1,0,65,2,8,12.3077
900,2,1,0,61,2,6,14.7541
1050,2,1,0,68,2,4,15.4412
1280,3,1,0,120,2,9,10.6667
1280,3,1,0,110,2,9,11.6364
950,3,1,0,78,2,9,12.1795
850,2,1,0,64,2,1,13.2812
1000,3,1,1,92,2,4,10.8696
900,2,1,0,62,2,8,14.5161
800,2,1,0,54,2,5,14.8148
1100,3,1,0,78,2,1,14.1026
675,1,1,0,31,2,9,21.7742
975,1,1,0,62,2,1,15.7258
800,2,0,0,52,2,8,15.3846
990,2,1,0,42,2,1,23.5714
1300,4,1,0,90,2,1,14.4444
3500,5,1,0,220,2,9,15.9091
2200,3,1,0,131,2,9,16.7939
2200,3,1,0,120,2,9,18.3333
1170,4,1,0,85,2,1,13.7647
1150,2,1,0,64,0,9,17.9688
779,2,0,0,42,0,7,18.5476
1200,2,1,1,86,1,1,13.9535
950,1,0,1,55,1,7,17.2727
900,2,1,1,55,1,3,16.3636
775,2,0,0,34,2,0,22.7941
800,2,0,0,53,2,2,15.0943
900,2,1,0,65,2,9,13.8462
900,1,0,0,40,2,9,22.5
1165,2,1,0,80,2,7,14.5625
1195,2,1,0,63,2,8,18.9683
800,2,0,0,48,1,9,16.6667
950,3,1,0,64,2,1,14.8438
990,4,1,0,84,2,8,11.7857
2400,3,1,1,118,2,1,20.339
900,3,1,0,80,2,3,11.25
1100,1,1,0,45,0,9,24.4444
1100,3,1,0,77,2,7,14.2857
1300,4,1,1,110,2,4,11.8182
850,3,1,0,67,2,2,12.6866
950,3,1,0,74,2,2,12.8378
990,4,0,0,75,2,1,13.2
950,1,1,1,55,1,2,17.2727
800,1,0,0,46,2,0,17.3913
783,3,1,0,62,2,8,12.629
900,2,1,0,70,2,4,12.8571
735,2,1,0,47,2,9,15.6383
1700,2,0,1,180,0,8,9.44444
1225,3,1,0,80,2,9,15.3125
1300,2,0,1,84,2,7,15.4762
700,2,1,0,50,2,3,14.0
880,3,1,0,70,2,1,12.5714
1000,3,1,0,75,2,1,13.3333
1195,2,1,0,72,2,7,16.5972
1300,2,1,0,62,2,7,20.9677
875,4,1,0,70,2,1,12.5
1195,1,1,0,65,2,1,18.3846
925,4,1,1,91,2,8,10.1648
995,2,1,0,72,2,1,13.8194
895,2,1,0,65,2,0,13.7692
1400,2,1,1,62,1,1,22.5806
1095,2,0,1,85,2,0,12.8824
1290,3,1,0,78,2,0,16.5385
1200,2,1,0,65,2,1,18.4615
1050,3,1,0,75,2,9,14.0
995,2,1,0,60,2,8,16.5833
1150,1,1,0,42,2,8,27.381
4000,4,1,1,185,2,9,21.6216
1250,3,1,0,75,2,1,16.6667
1495,3,1,0,110,2,1,13.5909
1300,3,1,0,118,2,1,11.0169
1150,2,1,0,65,2,1,17.6923
1200,3,1,0,60,2,1,20.0
1150,4,1,1,118,2,1,9.74576
675,1,0,0,25,2,2,27.0
750,2,0,0,54,2,8,13.8889
1000,3,1,0,80,2,6,12.5
1700,4,1,0,160,2,9,10.625
1050,2,1,0,65,2,1,16.1538
1040,3,1,1,68,2,8,15.2941
820,3,0,1,53,2,8,15.4717
614,3,0,0,61,2,5,10.0656
2800,3,1,0,170,2,9,16.4706
1418,1,0,0,45,0,1,31.5111
1348,2,0,0,58,0,1,23.2414
1430,1,0,0,60,0,0,23.8333
1102,1,0,0,40,0,1,27.55
3200,4,1,1,155,1,9,20.6452
1250,2,0,1,90,1,2,13.8889
4600,4,0,0,220,0,9,20.9091
1700,2,1,0,90,2,0,18.8889
1600,1,1,0,75,0,0,21.3333
1100,3,1,0,80,0,1,13.75
1050,2,1,0,80,2,1,13.125
1200,3,1,0,90,2,4,13.3333
725,1,1,0,45,2,1,16.1111
800,3,0,0,55,2,9,14.5455
890,1,1,0,60,2,3,14.8333
1050,4,1,0,104,2,4,10.0962
900,2,1,0,70,2,1,12.8571
750,1,0,0,35,2,0,21.4286
825,1,0,0,35,2,0,23.5714
1600,2,1,0,87,0,1,18.3908
1250,2,1,0,60,0,0,20.8333
2200,2,1,0,90,0,1,24.4444
950,1,1,0,50,2,9,19.0
1500,3,1,0,163,2,1,9.20245
1600,4,1,0,137,2,9,11.6788
2100,4,1,1,141,2,4,14.8936
750,0,1,1,28,3,0,26.7857
675,1,0,0,34,0,0,19.8529
1352,2,1,0,86,2,1,15.7209
977,5,1,0,97,2,8,10.0722
470,0,1,0,23,3,8,20.4348
886,3,1,0,70,2,8,12.6571
550,1,0,0,26,2,3,21.1538
830,1,1,1,55,2,1,15.0909
1539,4,1,0,151,2,1,10.1921
1700,4,1,0,174,2,1,9.77011
1200,3,1,0,106,2,1,11.3208
1395,4,1,0,160,2,1,8.71875
890,2,1,0,82,2,2,10.8537
1000,3,1,0,77,2,1,12.987
850,3,1,0,70,2,7,12.1429
925,2,0,0,63,2,9,14.6825
775,1,0,0,45,0,0,17.2222
900,3,1,1,71,2,2,12.6761
700,1,0,0,36,0,1,19.4444
1133,3,1,0,90,2,1,12.5889
625,1,0,0,30,0,0,20.8333
2000,4,0,0,125,2,0,16.0
1116,3,1,1,80,2,8,13.95
850,3,1,0,75,2,3,11.3333
1050,2,0,0,55,0,4,19.0909
700,1,1,0,37,2,1,18.9189
795,2,1,0,56,0,8,14.1964
1100,2,0,0,65,2,1,16.9231
1100,1,1,0,70,2,9,15.7143
1050,2,1,0,62,2,0,16.9355
1050,2,1,0,55,2,4,19.0909
2500,3,1,1,165,1,9,15.1515
1290,3,1,0,70,2,0,18.4286
1150,3,1,0,90,2,1,12.7778
1175,4,1,0,90,2,1,13.0556
900,2,1,0,70,2,1,12.8571
1000,2,1,0,100,2,1,10.0
4000,4,1,0,180,2,9,22.2222
750,2,0,0,46,2,7,16.3043
900,4,1,0,80,2,1,11.25
1200,3,1,1,72,2,2,16.6667
900,2,1,0,68,2,1,13.2353
3500,5,1,1,200,2,9,17.5
2100,2,1,1,55,2,1,38.1818
995,1,1,1,56,2,8,17.7679
975,2,1,0,70,2,1,13.9286
700,2,0,0,55,2,5,12.7273
650,3,0,1,68,2,3,9.55882
990,2,1,0,72,2,2,13.75
839,3,1,0,69,2,7,12.1594
800,2,0,0,62,2,8,12.9032
1000,4,1,0,100,2,1,10.0
780,1,1,1,50,2,2,15.6
2300,4,1,0,150,2,9,15.3333
1850,2,1,0,90,2,1,20.5556
1800,1,1,0,65,0,1,27.6923
1400,1,1,0,60,2,2,23.3333
1150,3,1,0,100,2,4,11.5
895,2,1,0,87,2,9,10.2874
1300,3,1,1,110,2,1,11.8182
650,1,0,1,36,2,0,18.0556
700,0,1,0,35,2,0,20.0
950,3,1,0,75,2,0,12.6667
950,4,1,0,85,2,1,11.1765
1090,4,1,0,80,2,1,13.625
1190,2,1,1,57,2,4,20.8772
895,1,0,0,42,2,0,21.3095
1095,2,1,0,62,2,1,17.6613
1595,3,1,0,85,2,1,18.7647
995,1,1,0,51,2,1,19.5098
1795,3,1,0,115,2,7,15.6087
1350,3,1,0,85,2,9,15.8824
890,2,0,0,60,2,8,14.8333
1130,4,1,0,105,2,1,10.7619
900,3,1,1,75,2,8,12.0
700,2,0,0,62,2,5,11.2903
550,0,0,0,30,3,3,18.3333
2650,4,1,1,78,1,1,33.9744
1200,3,1,1,74,2,1,16.2162
1895,3,1,0,80,2,1,23.6875
750,1,1,0,50,2,9,15.0
980,2,1,1,69,0,7,14.2029
13272,5,0,0,140,0,1,94.8
2200,2,0,0,60,0,9,36.6667
1333,1,0,0,50,0,1,26.66
1797,1,0,0,50,0,1,35.94
1467,1,0,0,55,0,1,26.6727
2600,1,0,0,45,0,1,57.7778
3450,1,0,0,60,0,1,57.5
2117,2,0,0,45,0,4,47.0444
1333,1,0,0,50,0,1,26.66
2250,3,0,0,100,0,0,22.5
2255,2,0,0,55,0,9,41.0
2255,2,0,0,55,0,9,41.0
2806,2,0,0,69,0,1,40.6667
1200,1,0,0,36,0,0,33.3333
1100,2,1,1,85,2,4,12.9412
1000,3,1,0,85,2,9,11.7647
1750,4,1,0,120,2,9,14.5833
900,2,1,0,69,2,1,13.0435
950,3,1,0,75,2,1,12.6667
750,1,1,0,50,2,0,15.0
450,0,0,0,25,1,2,18.0
750,2,1,0,70,2,7,10.7143
1100,2,1,1,76,2,7,14.4737
1400,4,1,1,110,2,7,12.7273
950,2,1,1,50,2,2,19.0
1145,3,1,0,81,2,1,14.1358
894,3,1,0,73,2,8,12.2466
840,2,1,0,42,2,9,20.0
1290,2,0,0,60,2,8,21.5
1290,2,0,0,60,2,8,21.5
665,0,1,0,36,2,2,18.4722
1250,2,0,0,70,2,9,17.8571
4900,5,1,0,277,2,4,17.6895
1290,2,0,0,60,2,8,21.5
780,2,0,1,52,2,8,15.0
780,1,0,0,40,2,0,19.5
1217,1,1,1,63,2,1,19.3175
950,1,1,0,50,0,9,19.0
900,2,1,0,60,2,9,15.0
1100,2,1,1,85,2,2,12.9412
1150,2,1,1,65,2,7,17.6923
900,2,1,0,60,2,9,15.0
950,1,1,0,55,2,9,17.2727
2300,3,1,1,170,2,9,13.5294
850,3,1,0,70,2,8,12.1429
900,2,1,0,60,2,9,15.0
1350,2,0,0,80,2,2,16.875
900,4,1,0,80,2,8,11.25
750,0,1,0,28,1,0,26.7857
1174,3,0,0,63,2,0,18.6349
850,1,1,0,48,2,6,17.7083
1000,2,0,0,83,2,0,12.0482
750,3,1,0,70,2,7,10.7143
900,0,1,0,45,3,1,20.0
925,1,1,0,45,2,1,20.5556
1200,3,1,0,107,2,7,11.215
660,1,1,0,37,1,0,17.8378
1150,2,1,0,90,2,9,12.7778
950,2,1,1,74,2,9,12.8378
750,2,0,0,48,2,0,15.625
800,3,0,0,50,2,8,16.0
1400,3,1,1,90,2,9,15.5556
2100,4,1,1,135,2,9,15.5556
850,3,1,0,66,2,7,12.8788
750,1,1,0,63,2,9,11.9048
744,2,0,0,60,2,8,12.4
2637,5,1,1,216,2,9,12.2083
900,1,1,0,46,2,1,19.5652
1190,3,0,0,90,2,0,13.2222
900,3,1,0,63,2,0,14.2857
850,1,1,0,50,2,2,17.0
2300,2,1,0,150,2,1,15.3333
950,3,1,1,91,2,1,10.4396
940,2,1,0,63,2,4,14.9206
950,2,0,0,65,2,9,14.6154
600,0,1,0,41,2,0,14.6341
1300,2,1,0,90,2,1,14.4444
1650,3,1,0,100,2,7,16.5
800,1,0,0,60,2,2,13.3333
1600,2,0,0,91,2,0,17.5824
1000,4,1,0,90,2,1,11.1111
775,1,1,0,50,2,0,15.5
875,2,1,0,51,2,4,17.1569
1090,3,1,0,90,2,1,12.1111
2300,3,1,0,85,2,9,27.0588
1012,2,1,0,80,2,6,12.65
724,1,0,0,35,2,7,20.6857
1700,2,1,0,85,2,9,20.0
724,1,0,0,35,2,7,20.6857
2500,3,1,0,140,2,9,17.8571
775,2,0,0,100,2,3,7.75
995,2,1,1,68,2,6,14.6324
1975,3,1,1,144,2,1,13.7153
1250,3,1,0,120,2,0,10.4167
1200,1,0,0,50,2,1,24.0
685,2,1,0,46,2,3,14.8913
1170,3,0,1,80,2,4,14.625
850,3,1,1,90,2,7,9.44444
1300,4,0,0,77,2,1,16.8831
750,1,1,1,42,2,9,17.8571
950,3,1,0,100,2,8,9.5
1000,3,0,0,100,2,6,10.0
1050,3,1,0,88,2,2,11.9318
950,2,1,0,70,2,2,13.5714
1100,2,1,0,65,2,1,16.9231
800,3,0,0,70,2,2,11.4286
899,3,1,0,69,2,1,13.029
950,1,1,0,62,2,9,15.3226
1300,4,1,0,107,2,4,12.1495
1000,4,1,0,90,2,4,11.1111
725,1,1,0,70,2,0,10.3571
725,1,1,0,70,2,0,10.3571
1600,0,1,1,60,3,1,26.6667
1100,4,1,0,117,2,1,9.40171
750,2,0,1,55,2,3,13.6364
2200,2,1,0,65,2,9,33.8462
1000,1,0,0,60,2,3,16.6667
950,2,0,0,57,2,0,16.6667
2400,3,1,0,140,2,9,17.1429
2300,5,1,0,160,2,9,14.375
700,2,1,0,57,2,8,12.2807
1100,2,1,0,96,2,9,11.4583
850,2,0,0,60,2,1,14.1667
850,3,0,0,65,2,0,13.0769
650,1,1,0,35,2,0,18.5714
1250,2,1,0,55,2,9,22.7273
1000,2,0,0,79,2,0,12.6582
830,2,1,0,55,2,2,15.0909
590,1,0,0,30,2,0,19.6667
890,4,1,0,78,2,3,11.4103
1300,4,1,1,124,2,1,10.4839
750,3,1,0,70,2,4,10.7143
750,2,1,0,50,2,7,15.0
1073,2,1,1,70,2,6,15.3286
650,2,1,0,50,2,1,13.0
800,1,0,0,45,2,4,17.7778
3500,4,1,1,230,1,9,15.2174
1500,2,1,0,95,2,9,15.7895
880,3,0,0,60,2,4,14.6667
1100,4,1,1,86,2,1,12.7907
750,3,0,0,60,2,3,12.5
1472,3,0,1,150,2,6,9.81333
1220,3,1,0,77,2,9,15.8442
975,3,1,0,75,2,1,13.0
714,1,0,0,42,2,1,17.0
780,1,1,0,45,2,3,17.3333
850,2,0,0,82,2,0,10.3659
1250,4,1,0,135,2,0,9.25926
780,2,0,0,60,2,8,13.0
800,2,0,0,70,2,0,11.4286
790,3,1,0,75,2,7,10.5333
1200,2,0,0,75,2,9,16.0
1150,4,1,0,88,2,2,13.0682
1200,4,1,0,100,2,2,12.0
1850,4,1,0,139,2,0,13.3094
1169,3,0,0,83,2,2,14.0843
757,3,0,0,77,2,7,9.83117
1000,2,0,0,63,2,2,15.873
825,2,1,0,70,2,6,11.7857
1200,3,1,1,75,2,1,16.0
650,2,0,0,63,2,7,10.3175
980,3,1,1,74,2,9,13.2432
1624,5,0,0,129,2,9,12.5891
2700,3,1,0,157,2,9,17.1975
900,2,1,0,69,2,1,13.0435
875,2,0,0,45,2,0,19.4444
1900,4,1,0,166,2,1,11.4458
1650,4,0,1,121,2,0,13.6364
1400,3,1,0,82,2,1,17.0732
1050,3,1,1,109,2,8,9.63303
1980,2,0,0,180,2,4,11.0
1140,3,1,1,84,2,8,13.5714
725,3,1,0,54,2,7,13.4259
945,3,1,1,72,2,8,13.125
1152,2,1,0,65,2,0,17.7231
750,3,1,0,70,2,7,10.7143
875,3,1,0,69,2,9,12.6812
1000,3,0,0,75,2,2,13.3333
779,2,0,0,47,2,7,16.5745
980,4,1,0,83,2,1,11.8072
1100,4,1,0,75,2,9,14.6667
850,3,1,0,63,2,7,13.4921
1600,2,1,0,70,2,0,22.8571
1100,2,1,0,87,2,1,12.6437
1500,4,1,0,115,2,4,13.0435
800,1,0,0,44,2,9,18.1818
1400,1,1,0,91,2,0,15.3846
1600,3,1,0,176,2,0,9.09091
2550,5,1,0,250,2,1,10.2
1600,2,1,1,70,2,1,22.8571
2500,4,1,0,146,2,9,17.1233
2450,3,1,1,140,2,4,17.5
2200,2,1,1,86,2,0,25.5814
1350,2,1,1,75,1,1,18.0
1750,1,0,0,112,2,0,15.625
1200,2,1,1,61,2,0,19.6721
2200,3,1,0,160,2,1,13.75
1150,3,1,1,95,2,1,12.1053
1950,2,0,1,100,2,9,19.5
1000,2,1,0,51,2,8,19.6078
1200,2,0,1,65,2,2,18.4615
1350,2,1,0,50,2,9,27.0
2500,3,1,1,161,2,4,15.528
1350,2,1,0,50,2,9,27.0
2500,3,1,1,161,2,4,15.528
1990,4,1,0,141,2,0,14.1135
1300,3,1,0,95,2,1,13.6842
4500,4,0,0,215,2,1,20.9302
1425,3,0,0,86,2,1,16.5698
1875,2,1,1,80,2,7,23.4375
6900,5,1,1,240,2,1,28.75
1100,3,1,1,70,2,9,15.7143
1500,2,1,0,80,2,9,18.75
975,1,1,0,55,2,7,17.7273
1500,3,1,0,50,2,1,30.0
1400,4,1,1,75,2,7,18.6667
850,2,0,0,60,2,1,14.1667
1700,2,1,0,117,2,1,14.5299
1200,3,1,0,85,2,2,14.1176
1292,2,1,0,105,2,0,12.3048
1080,2,1,0,74,2,1,14.5946
1400,1,1,0,80,2,1,17.5
1350,2,1,0,82,2,2,16.4634
1200,3,1,0,84,2,1,14.2857
3900,5,1,0,190,2,1,20.5263
1600,3,1,0,100,2,1,16.0
2185,3,1,1,98,2,7,22.2959
5500,4,1,1,250,1,4,22.0
1250,1,1,0,125,2,2,10.0
1700,4,1,0,156,2,9,10.8974
1200,2,1,1,80,2,1,15.0
3800,4,1,1,200,2,2,19.0
3800,4,1,1,200,2,2,19.0
1150,3,1,0,80,2,2,14.375
2300,3,1,0,105,2,1,21.9048
950,3,1,0,72,2,1,13.1944
2000,3,1,0,105,2,1,19.0476
1150,3,1,0,79,2,1,14.557
950,1,0,0,37,2,0,25.6757
1050,2,1,0,79,2,4,13.2911
2600,5,1,0,272,1,4,9.55882
1650,3,1,0,140,2,1,11.7857
1200,3,1,0,87,2,1,13.7931
2900,3,1,1,132,2,1,21.9697
1761,4,1,0,131,2,0,13.4427
990,2,1,0,73,2,2,13.5616
1600,4,1,0,131,2,1,12.2137
2200,4,1,0,185,2,1,11.8919
1350,1,0,0,40,2,0,33.75
1700,3,1,0,133,2,1,12.782
1020,2,1,0,60,2,1,17.0
3100,5,1,1,183,2,9,16.9399
1500,1,0,0,90,2,2,16.6667
1450,2,1,1,89,2,4,16.2921
1000,1,1,0,45,2,0,22.2222
1000,1,1,0,45,2,0,22.2222
2000,3,1,0,105,2,1,19.0476
850,2,1,0,66,2,9,12.8788
900,1,1,0,45,2,0,20.0
1400,3,1,0,65,2,3,21.5385
1600,2,1,0,70,2,1,22.8571
1850,1,1,0,62,2,1,29.8387
1200,2,1,0,80,2,7,15.0
1000,2,0,0,61,2,2,16.3934
1750,2,0,1,110,2,1,15.9091
1450,2,1,1,90,2,4,16.1111
850,2,0,0,55,2,0,15.4545
2700,5,1,1,160,2,4,16.875
1960,1,1,1,50,1,2,39.2
895,1,1,1,32,1,2,27.9688
1250,3,1,0,80,2,1,15.625
1300,4,1,0,112,2,1,11.6071
980,1,1,0,55,2,9,17.8182
762,3,1,0,60,2,6,12.7
2300,3,1,0,110,0,1,20.9091
1750,2,1,0,116,1,2,15.0862
1600,3,1,0,88,2,7,18.1818
990,2,1,1,72,2,1,13.75
700,1,0,0,45,3,9,15.5556
1200,1,0,0,60,2,0,20.0
1000,2,0,0,64,2,9,15.625
1300,3,1,0,114,2,9,11.4035
575,1,0,0,33,2,8,17.4242
930,1,0,1,57,2,3,16.3158
1700,3,1,1,120,2,4,14.1667
1100,3,1,1,95,1,1,11.5789
1200,1,0,0,42,2,0,28.5714
850,3,1,0,61,2,3,13.9344
1100,3,1,0,85,2,1,12.9412
990,2,1,0,42,2,1,23.5714
715,1,1,0,40,2,0,17.875
750,1,0,0,47,2,0,15.9574
650,1,0,0,38,2,1,17.1053
790,3,1,0,70,2,5,11.2857
1060,2,1,0,50,2,1,21.2
1225,3,1,0,100,2,1,12.25
1090,2,1,0,74,2,9,14.7297
1100,3,0,1,90,2,0,12.2222
1800,4,1,0,150,2,9,12.0
750,1,0,0,36,2,0,20.8333
1095,2,1,0,68,2,2,16.1029
1650,3,1,0,90,2,1,18.3333
995,1,1,0,51,2,1,19.5098
750,2,1,0,50,2,8,15.0
1095,1,1,0,51,2,1,21.4706
700,0,1,0,39,3,9,17.9487
799,2,1,0,67,2,7,11.9254
1420,2,1,0,70,2,1,20.2857
860,2,1,0,65,2,9,13.2308
2580,3,1,0,140,0,1,18.4286
1350,2,1,0,69,0,0,19.5652
1840,3,0,0,63,0,2,29.2063
1250,3,0,0,70,0,8,17.8571
1475,1,0,0,41,0,0,35.9756
1475,1,0,0,41,0,0,35.9756
1452,1,0,0,45,0,0,32.2667
1785,1,0,0,50,0,7,35.7
1736,1,0,0,47,0,7,36.9362
1050,1,1,0,75,2,1,14.0
1150,3,1,0,107,2,1,10.7477
890,1,0,0,56,0,2,15.8929
1150,4,1,0,80,2,4,14.375
950,3,1,1,82,2,1,11.5854
3500,3,1,1,135,0,0,25.9259
2300,1,1,1,81,0,1,28.3951
900,2,1,0,70,2,1,12.8571
1400,3,1,0,130,2,9,10.7692
1450,4,1,0,120,2,9,12.0833
3300,4,1,0,164,2,9,20.122
2500,5,0,0,235,2,1,10.6383
1103,3,0,0,101,2,0,10.9208
800,3,1,0,65,2,7,12.3077
850,1,1,0,39,0,9,21.7949
750,2,0,0,36,2,0,20.8333
1500,4,1,1,140,2,1,10.7143
1050,2,1,0,75,2,1,14.0
1250,3,0,0,67,2,2,18.6567
4000,4,0,1,220,2,1,18.1818
800,2,0,0,56,2,0,14.2857
1200,4,1,0,80,2,3,15.0
1650,4,0,0,163,2,9,10.1227
2900,5,1,0,150,2,9,19.3333
2700,3,1,0,140,2,4,19.2857
1100,3,1,0,83,2,1,13.253
1278,3,1,0,77,2,1,16.5974
950,3,1,0,65,2,4,14.6154
990,2,1,0,90,2,0,11.0
1000,1,1,0,61,2,1,16.3934
800,2,1,0,71,2,1,11.2676
2650,3,1,0,132,2,9,20.0758
1400,2,1,0,110,2,0,12.7273
2650,3,1,1,136,2,9,19.4853
1800,2,1,0,112,0,1,16.0714
3600,5,1,1,200,1,3,18.0
1050,4,1,0,105,2,1,10.0
880,3,1,0,59,2,8,14.9153
970,2,1,1,82,2,4,11.8293
750,3,1,0,60,2,3,12.5
1500,3,1,0,128,2,1,11.7188
1500,3,1,0,94,2,9,15.9574
2500,3,1,1,140,1,9,17.8571
790,2,1,0,42,2,4,18.8095
704,3,1,0,55,2,5,12.8
850,2,0,0,45,2,1,18.8889
900,1,1,1,49,1,9,18.3673
770,1,1,1,30,1,9,25.6667
1100,3,1,0,88,2,4,12.5
950,3,0,0,78,2,0,12.1795
1300,3,0,1,120,2,2,10.8333
800,2,1,0,59,0,9,13.5593
1150,1,1,0,55,2,9,20.9091
700,2,0,0,55,2,1,12.7273
800,1,1,0,43,2,9,18.6047
1100,1,0,0,70,2,9,15.7143
1100,2,1,1,75,2,1,14.6667
2500,4,1,1,172,2,9,14.5349
1300,3,0,0,94,2,9,13.8298
700,2,1,0,51,2,3,13.7255
1050,2,0,0,55,2,4,19.0909
1150,3,1,1,89,2,1,12.9213
1200,4,1,0,90,2,4,13.3333
580,1,0,0,40,2,0,14.5
1400,4,1,0,110,2,1,12.7273
845,2,1,0,72,2,6,11.7361
1100,0,1,0,95,2,1,11.5789
775,3,1,0,65,2,7,11.9231
950,2,1,0,106,2,2,8.96226
950,3,1,0,62,2,1,15.3226
1180,4,1,0,97,2,9,12.1649
1000,3,1,0,63,2,0,15.873
1200,4,1,0,90,2,2,13.3333
890,3,1,0,81,2,7,10.9877
700,2,0,0,71,2,0,9.85915
1400,0,1,0,110,2,1,12.7273
1400,2,1,0,73,2,7,19.1781
1150,3,1,1,85,2,1,13.5294
1250,3,1,1,80,2,4,15.625
1600,4,1,1,80,2,8,20.0
950,3,1,0,80,2,2,11.875
1050,3,1,1,90,2,2,11.6667
1800,4,1,1,90,2,1,20.0
1100,3,1,0,70,2,7,15.7143
1190,4,1,0,100,2,1,11.9
950,2,1,0,76,2,2,12.5
950,2,1,0,76,2,2,12.5
775,1,0,0,40,2,0,19.375
795,1,1,1,46,2,2,17.2826
700,1,0,0,45,2,8,15.5556
2500,3,1,1,140,1,9,17.8571
550,1,1,0,30,2,4,18.3333
800,1,1,0,55,2,8,14.5455
995,3,1,1,72,2,7,13.8194
850,2,0,0,52,2,8,16.3462
750,1,1,1,52,3,9,14.4231
975,2,1,1,75,2,1,13.0
1000,3,0,0,72,2,5,13.8889
850,3,0,0,90,1,3,9.44444
2300,3,1,0,140,2,9,16.4286
800,2,0,0,40,2,8,20.0
750,1,0,0,63,2,0,11.9048
2400,3,1,0,140,2,9,17.1429
1400,3,1,1,132,2,1,10.6061
1950,3,0,0,135,2,4,14.4444
2500,3,1,0,140,2,9,17.8571
1750,4,1,0,137,2,1,12.7737
1050,2,1,0,48,2,1,21.875
1250,3,0,0,62,2,0,20.1613
795,1,1,0,25,2,9,31.8
895,1,1,0,40,2,2,22.375
1190,2,1,0,68,2,2,17.5
795,1,0,0,42,2,0,18.9286
1195,2,1,0,70,2,1,17.0714
745,1,0,0,50,2,8,14.9
895,0,0,0,45,2,0,19.8889
1600,4,1,0,155,2,9,10.3226
1100,2,0,1,72,2,3,15.2778
1100,4,0,0,85,2,2,12.9412
826,2,1,0,58,2,1,14.2414
2600,4,1,1,200,2,4,13.0
1450,4,1,0,130,2,9,11.1538
500,1,0,1,16,3,0,31.25
1100,4,0,0,100,2,1,11.0
625,0,0,0,45,2,0,13.8889
2100,2,1,1,103,2,1,20.3883
1040,2,1,1,40,1,1,26.0
1080,3,1,0,86,2,1,12.5581
2457,2,0,0,75,0,0,32.76
2000,4,0,0,140,0,3,14.2857
900,1,0,0,40,0,6,22.5
1500,2,0,0,95,0,4,15.7895
2200,2,0,0,65,0,1,33.8462
550,1,0,0,38,2,6,14.4737
1900,3,1,0,90,2,7,21.1111
1452,1,0,0,45,0,0,32.2667
1500,2,0,0,86,0,0,17.4419
850,1,0,0,25,0,0,34.0
1350,2,1,1,56,2,1,24.1071
936,3,1,0,90,2,3,10.4
1000,4,1,0,100,2,6,10.0
890,2,1,0,61,2,2,14.5902
795,2,1,1,56,2,3,14.1964
1500,4,1,1,133,2,1,11.2782
950,1,1,0,57,2,1,16.6667
